Name;Metric;Value;Agrupation
Declaration APPROVED by ADMINISTRATION Cycle Time;The average of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;9.57 days;
Average time difference between Declaration APPROVED by ADMINISTRATION and Declaration APPROVED by PRE_APPROVER;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration APPROVED by ADMINISTRATION';300.27 days;
Average time difference between Declaration APPROVED by ADMINISTRATION and Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1.02 days;
Average time between Declaration REJECTED by EMPLOYEE and Declaration APPROVED by ADMINISTRATION in rework loops;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';6.09 days;
Average time for Declaration APPROVED by ADMINISTRATION in variants with budget owner approval;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration APPROVED by BUDGET OWNER occurs;11.86 days;
Average time for Declaration APPROVED by ADMINISTRATION in variants without budget owner approval;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration APPROVED by BUDGET OWNER does not occur;9.57 days;
Average time for Declaration APPROVED by ADMINISTRATION in variants with rework loops;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration REJECTED by EMPLOYEE occurs;11.83 days;
Average time for Declaration APPROVED by ADMINISTRATION in domestic trip declarations;The average of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;9.57 days;
Average time for Declaration APPROVED by ADMINISTRATION compared to Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3.18 days;
Average time for Declaration APPROVED by ADMINISTRATION compared to Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2.20 days;
