Name;Metric;Value;Agrupation
Number of times SW-Awaiting Checklist Completion is performed per reviewer invitation cycle;Number of 'SW-Awaiting Checklist Completion' activities grouped by the last value of code;AER0:2;"{""AER0"":2,""CHK4"":1,""DRSW4"":0,""DRW3"":1,""DSW3"":21,""DSW4"":32,""MSC4"":23,""RJR3"":2,""SW1"":1,""SW12"":2,""SYS1"":1,""SYS11"":1,""SYS2"":1,""SYS5"":1}"
Percentage of SW-Awaiting Checklist Completion done after Co-Author Account Created During Manuscript Submission;Percentage of 'SW-Awaiting Checklist Completion' out of all 'Co-Author Account Created During Manuscript Submission';1.0;
Average time between SW-Awaiting Checklist Completion and SW-Checklist Completed;the average of the number of times `ACTIVITY` == 'SW-Awaiting Checklist Completion' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'SW-Checklist Completed';1.05;
Percentage of SW-Awaiting Checklist Completion that lead to a major revision (SW-EIC Major Revision or RW-EIC Major Revision);Percentage of 'SW-Awaiting Checklist Completion' out of all 'SW-EIC Major Revision';0.93;
Frequency of SW-Awaiting Checklist Completion in variants that include SW-Reviewer Agreed;Percentage of 'SW-Awaiting Checklist Completion' out of all 'SW-Reviewer Agreed';0.96;
Average number of SW-Awaiting Checklist Completion per scientific paper review process;the average of the number of times `ACTIVITY` == 'SW-Awaiting Checklist Completion' grouped by the last value of code;AER0:2.0;"{""AER0"":2.0,""CHK4"":1.0,""DRSW4"":0.0,""DRW3"":1.0,""DSW3"":0.9545454545,""DSW4"":0.9696969697,""MSC4"":0.9583333333,""RJR3"":2.0,""SW1"":1.0,""SW12"":1.0,""SYS1"":1.0,""SYS11"":0.5,""SYS2"":1.0,""SYS5"":1.0}"
Percentage of SW-Awaiting Checklist Completion in variants with a high performance time (> 1 month);Percentage of 'SW-Awaiting Checklist Completion' out of all cases;0.91;
Average number of days a manuscript remains in SW-Awaiting Checklist Completion status;the average of the number of times `ACTIVITY` == 'SW-Awaiting Checklist Completion';0.96;
Total SW-Awaiting Checklist Completion performed by the system (sender);Number of 'SW-Awaiting Checklist Completion' activities == 'system' where ma is the last value of sender;;
Fraction of SW-Awaiting Checklist Completion that are followed by a successful Manuscript Export Succeeded;Percentage of 'SW-Awaiting Checklist Completion' out of all 'Manuscript Export Succeeded';0.96;
Total SW-Awaiting Checklist Completion events per editorial board cycle;Number of 'SW-Awaiting Checklist Completion' activities grouped by the last value of code;AER0:2;"{""AER0"":2,""CHK4"":1,""DRSW4"":0,""DRW3"":1,""DSW3"":21,""DSW4"":32,""MSC4"":23,""RJR3"":2,""SW1"":1,""SW12"":2,""SYS1"":1,""SYS11"":1,""SYS2"":1,""SYS5"":1}"
Ratio of SW-Awaiting Checklist Completion over Plagiarism Originality Report Completed;Percentage of 'SW-Awaiting Checklist Completion' out of all 'Plagiarism Originality Report Completed';0.93;
Occasions how often the SW-Awaiting Checklist Completion is performed before plagiarism checks;Percentage of 'SW-Awaiting Checklist Completion' out of all 'Plagiarism Originality Report Completed';0.93;
The ratio of SW-Awaiting Checklist Completion that are not followed by any checklist completion activity;Percentage of 'SW-Awaiting Checklist Completion' out of all cases where 'SW-Checklist Completed' does not happen;0.91;
Percentage of SW-Awaiting Checklist Completion by onbehalfof@manuscriptcentral.com;"ERROR: computing metric {'count': activity == 'SW-Awaiting Checklist Completion'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""sender == 'onbehalfof@manuscriptcentral.com'"", 'group_by': ''}""";;
Number of SW-Awaiting Checklist Completion grouped by case outcome (e.g., Reject, Accept, Revision);"ERROR: computing metric {'count': activity == 'SW-Awaiting Checklist Completion'"", 'aggregation': 'total', 'group_by': 'concept:name', 'filter': '', 'metric_condition': ''}""";;
Number of SW-Awaiting Checklist Completion made per month;"ERROR: computing metric {'count': activity == 'SW-Awaiting Checklist Completion'"", 'aggregation': 'total', 'group_by': 'month', 'filter': '', 'metric_condition': ''}""";;
