Name;Metric;Value;Agrupation
Minimum time it takes SW-EIC Reject after the execution of SW-Awaiting AE Assignment;The minimum of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-EIC Reject';1.72 hours;
Minimum time it takes the SW-EIC Reject to be done;The minimum of the duration between activity SW-EIC Reject and the end of the case;0.00 seconds;
Minimum resolution time of SW-EIC Reject;The minimum of the duration between the start of the case and activity 'SW-EIC Reject';3.47 hours;
Minimum time from SW-Awaiting Checklist Completion to SW-EIC Reject;The minimum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-EIC Reject';3.47 hours;
Percentage of time spent in SW-EIC Reject;The average of the duration between activity SW-EIC Reject and the end of the case;1.42 minutes;
The time between the SW-Awaiting Checklist Completion and the SW-EIC Reject;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-EIC Reject';27.69 days;
Elapsed time between SW-Awaiting AE Assignment and SW-EIC Reject;The average of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-EIC Reject';19.06 days;
Time until SW-EIC Reject;The average of the duration between the start of the case and activity 'SW-EIC Reject';28.46 days;
Time from SW-Awaiting Checklist Completion to SW-EIC Reject;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-EIC Reject';27.69 days;
Time to SW-EIC Reject since the SW-Awaiting AE Assignment;The average of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-EIC Reject';19.06 days;
Time of SW-EIC Reject;The average of the duration between activity SW-EIC Reject and the end of the case;1.42 minutes;
SW-EIC Reject Cycle Time;The average of the duration between the start of the case and activity 'SW-EIC Reject';28.46 days;
Average time difference between SW-EIC Reject and SW-EIC Accept;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Accept';;
Average time difference between SW-EIC Reject and SW-EIC Major Revision;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Major Revision';;
Average time difference between SW-EIC Reject and SW-EIC Minor Revision;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Minor Revision';;
Ratio of time from SW-Awaiting Checklist Completion to SW-EIC Reject compared to SW-EIC Accept;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-EIC Reject';;
Ratio of time from SW-Awaiting AE Assignment to SW-EIC Reject compared to SW-EIC Major Revision;The average of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-EIC Reject';;
Time efficiency of SW-EIC Reject compared to SW-EIC Accept;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Accept';;
Time efficiency of SW-EIC Reject compared to SW-EIC Major Revision;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Major Revision';;
Time efficiency of SW-EIC Reject compared to SW-EIC Minor Revision;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Minor Revision';;
Average time from SW-Reviewer Agreed to SW-EIC Reject;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-EIC Reject';73.21 days;
Average time between SW-Reviewer Agreed and SW-EIC Reject;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-EIC Reject';73.21 days;
Time impact of SW-Reviewer Agreed on SW-EIC Reject duration;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-EIC Reject';73.21 days;
Correlation between time from SW-Reviewer Agreed to SW-Awaiting EIC Decision and SW-EIC Reject time;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-Awaiting EIC Decision';72.29 days;
Average time difference between variants with SW-EIC Reject and variants with SW-EIC Accept;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Accept';;
Average time difference between variants with SW-EIC Reject and variants with SW-EIC Major Revision;The average of the duration between activity 'SW-EIC Reject' and activity 'SW-EIC Major Revision';;
Comparison of SW-EIC Reject time between variants with and without SW-Reviewer Agreed;The average of the duration between activity 'SW-EIC Reject' and the end of case where activity 'SW-Reviewer Agreed occurs;0.00 seconds;
Time impact of multiple SW-Reviewer Agreed activities on SW-EIC Reject duration;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-EIC Reject';73.21 days;
Average time from SW-Awaiting EIC Decision to SW-EIC Reject compared to other EIC decisions;The average of the duration between activity 'SW-Awaiting EIC Decision' and activity 'SW-EIC Reject';17.41 hours;
Time efficiency of SW-EIC Reject in rigorous assessment procedures;The average of the duration between activity SW-EIC Reject and the end of the case;1.42 minutes;
Average time difference between SW-EIC Reject and other final decision activities;The average of the duration between activity SW-EIC Reject and the end of the case;1.42 minutes;
Time impact of review process quality assurance on SW-EIC Reject duration;The average of the duration between activity SW-EIC Reject and the end of the case;1.42 minutes;
Average time to SW-EIC Reject grouped by case:concept:name;The average of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';AER0:NaT;"{""AER0"":null,""CHK4"":null,""DRSW4"":null,""DRW3"":null,""DSW3"":null,""DSW4"":2472116281,""MSC4"":null,""RJR3"":null,""SW1"":null,""SW12"":172281000,""SYS1"":null,""SYS11"":null,""SYS2"":null,""SYS5"":null}"
Total time to SW-EIC Reject grouped by case:concept:name;The sum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';AER0:NaT;"{""AER0"":null,""CHK4"":null,""DRSW4"":null,""DRW3"":null,""DSW3"":null,""DSW4"":79107721000,""MSC4"":null,""RJR3"":null,""SW1"":null,""SW12"":172281000,""SYS1"":null,""SYS11"":null,""SYS2"":null,""SYS5"":null}"
Minimum time to SW-EIC Reject grouped by case:concept:name;The minimum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';AER0:NaT;"{""AER0"":null,""CHK4"":null,""DRSW4"":null,""DRW3"":null,""DSW3"":null,""DSW4"":12478000,""MSC4"":null,""RJR3"":null,""SW1"":null,""SW12"":172281000,""SYS1"":null,""SYS11"":null,""SYS2"":null,""SYS5"":null}"
Time efficiency of SW-EIC Reject in different process variants;The average of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';AER0:NaT;"{""AER0"":null,""CHK4"":null,""DRSW4"":null,""DRW3"":null,""DSW3"":null,""DSW4"":2472116281,""MSC4"":null,""RJR3"":null,""SW1"":null,""SW12"":172281000,""SYS1"":null,""SYS11"":null,""SYS2"":null,""SYS5"":null}"
